"Title","User","Domain","Bot","Comment","Server URL","Full URL"
"Q69771275","KrBot","www.wikidata.org","true","/* wbsetclaimvalue:1| */ [[Property:P1476]]: Surgical treatment of vulvar cancer and plastic reconstruction of vulvar defects","https://www.wikidata.org","https://www.wikidata.org/wiki/Q69771275"
"File:NDL960551 帝国税法論 part3.pdf","MidleadingBot","commons.wikimedia.org","true","/* wbeditentity-update:0| */","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:NDL960551 帝国税法論 part3.pdf"
"Category:Media contributed by National Archives at College Park - Textual Reference","DPLA bot","commons.wikimedia.org","true","[[:File:Number 505 (Serial 505) - DPLA - 25e3d6b883f748bbc246085089e3a2ea (page 57).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Media contributed by National Archives at College Park - Textual Reference"
"Category:Digital Public Library of America files missing required SDC statements","DPLA bot","commons.wikimedia.org","true","[[:File:Number 505 (Serial 505) - DPLA - 25e3d6b883f748bbc246085089e3a2ea (page 57).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Digital Public Library of America files missing required SDC statements"
"Category:Digital Public Library of America files missing creator","DPLA bot","commons.wikimedia.org","true","[[:File:Number 505 (Serial 505) - DPLA - 25e3d6b883f748bbc246085089e3a2ea (page 57).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Digital Public Library of America files missing creator"
"Activació neutrònica","Mcapdevila","ca.wikipedia.org","false","","https://ca.wikipedia.org","https://ca.wikipedia.org/wiki/Activació neutrònica"
"Category:PD US","DPLA bot","commons.wikimedia.org","true","[[:File:Number 505 (Serial 505) - DPLA - 25e3d6b883f748bbc246085089e3a2ea (page 57).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:PD US"
"Q111299790","Florentyna","www.wikidata.org","false","/* wbsetdescription-add:1|zh-hk */ 羽毛球錦標賽, [[:toollabs:quickstatements/#/batch/247863|batch #247863]]","https://www.wikidata.org","https://www.wikidata.org/wiki/Q111299790"
"Wikipedia:Partially disambiguated page names/Report","SDZeroBot","en.wikipedia.org","true","Updating database report: periodic update","https://en.wikipedia.org","https://en.wikipedia.org/wiki/Wikipedia:Partially disambiguated page names/Report"
"Category:PD-US missing SDC copyright status","DPLA bot","commons.wikimedia.org","true","[[:File:Number 505 (Serial 505) - DPLA - 25e3d6b883f748bbc246085089e3a2ea (page 57).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:PD-US missing SDC copyright status"
"Category:Public domain files using NoC-US rights statement","DPLA bot","commons.wikimedia.org","true","[[:File:Number 505 (Serial 505) - DPLA - 25e3d6b883f748bbc246085089e3a2ea (page 57).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Public domain files using NoC-US rights statement"
"Q23117076","VIGNERON","www.wikidata.org","false","/* wbeditentity-update-languages-short:0||nl */ QuickStatements 3.0 [[:toollabs:qs-dev/batch/4378|batch #4378]]","https://www.wikidata.org","https://www.wikidata.org/wiki/Q23117076"
"Category:Artworks without Wikidata item","DPLA bot","commons.wikimedia.org","true","[[:File:Number 505 (Serial 505) - DPLA - 25e3d6b883f748bbc246085089e3a2ea (page 57).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Artworks without Wikidata item"
"Q5823827","Ideophagous","www.wikidata.org","false","/* wbsetdescription-add:1|ary */ دوّار ف إيران, #quickstatements; #temporary_batch_1750571443924","https://www.wikidata.org","https://www.wikidata.org/wiki/Q5823827"
"File:Gaggenau-Michelbach-218-Bernsteinstr-Nr1-2024-gje.jpg","SchlurcherBot","commons.wikimedia.org","true","/* wbeditentity-update:0| */ automatically modify [[Commons:Structured data|structured data]] based on file information: coordinate meta copyright license source creator","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Gaggenau-Michelbach-218-Bernsteinstr-Nr1-2024-gje.jpg"
"Q65966072","Florentyna","www.wikidata.org","false","/* wbsetdescription-add:1|uz */ badmintonchisi, [[:toollabs:quickstatements/#/batch/247901|batch #247901]]","https://www.wikidata.org","https://www.wikidata.org/wiki/Q65966072"
"Q14620859","SR5","www.wikidata.org","false","/* wbsetdescription-remove:1|en */ taxon, [[:toollabs:quickstatements/#/batch/247955|batch #247955]]","https://www.wikidata.org","https://www.wikidata.org/wiki/Q14620859"
"Q1419557","ArmanMirzaei","www.wikidata.org","false","/* clientsitelink-update:0|fawiki|fawiki:اولین شلیک (فیلم ۲۰۰۲)|fawiki:نخستین شلیک (فیلم ۲۰۰۲) */","https://www.wikidata.org","https://www.wikidata.org/wiki/Q1419557"
"Category:2022年のWebドラマ","ならちゃん","ja.wikipedia.org","false","[[:一流シェフのファミリーレストラン]]をカテゴリに追加","https://ja.wikipedia.org","https://ja.wikipedia.org/wiki/Category:2022年のWebドラマ"
"분류:후베이성의 재난","Choboty","ko.wikipedia.org","true","봇: 오래된 인터위키 링크를 정리함","https://ko.wikipedia.org","https://ko.wikipedia.org/wiki/분류:후베이성의 재난"
"Category:2022年のテレビドラマ","ならちゃん","ja.wikipedia.org","false","[[:一流シェフのファミリーレストラン]]をカテゴリから除外","https://ja.wikipedia.org","https://ja.wikipedia.org/wiki/Category:2022年のテレビドラマ"
"Q111310350","Florentyna","www.wikidata.org","false","/* wbsetdescription-add:1|zh-hk */ 羽毛球錦標賽, [[:toollabs:quickstatements/#/batch/247863|batch #247863]]","https://www.wikidata.org","https://www.wikidata.org/wiki/Q111310350"
"File:Kathivanoor Veeran Theyyam Mambalam, Kannur 11.jpg","Atheenasiji","commons.wikimedia.org","false","/* wbsetclaim-update:2||1 */ [[d:Special:EntityPage/P180]]: [[d:Special:EntityPage/Q16137384]], ([[:toolforge:editgroups-commons/b/CB/34c0bf52513|details]])","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Kathivanoor Veeran Theyyam Mambalam, Kannur 11.jpg"
"France men's national volleyball team","Dddenilson","en.wikipedia.org","false","/* Nations League */","https://en.wikipedia.org","https://en.wikipedia.org/wiki/France men's national volleyball team"
"File:Am Rümpfwald 02.jpg","SchlurcherBot","commons.wikimedia.org","true","/* wbeditentity-update:0| */ automatically adding [[Commons:Structured data|structured data]] based on file information","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Am Rümpfwald 02.jpg"
"File:Junio 2025, Villahermosa del Río 15.jpg","BotMultichillT","commons.wikimedia.org","true","/* wbeditentity-update:0| */ Adding structured data: source, author & copyright","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Junio 2025, Villahermosa del Río 15.jpg"
"Agnes Sandström","Fluffbot","sv.wikipedia.org","false","Översätter källmall: [[Mall:cite book]]","https://sv.wikipedia.org","https://sv.wikipedia.org/wiki/Agnes Sandström"
"Q14621184","SR5","www.wikidata.org","false","/* wbsetdescription-remove:1|en */ taxon, [[:toollabs:quickstatements/#/batch/247955|batch #247955]]","https://www.wikidata.org","https://www.wikidata.org/wiki/Q14621184"
"File:Unbekannte Entenart auf der Lahn bei Limburg.jpg","SchlurcherBot","commons.wikimedia.org","true","/* wbeditentity-update:0| */ automatically adding [[Commons:Structured data|structured data]] based on file information","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Unbekannte Entenart auf der Lahn bei Limburg.jpg"
"Q23117083","VIGNERON","www.wikidata.org","false","/* wbeditentity-update-languages-short:0||nl */ QuickStatements 3.0 [[:toollabs:qs-dev/batch/4378|batch #4378]]","https://www.wikidata.org","https://www.wikidata.org/wiki/Q23117083"
"Q110983769","Looniverse","www.wikidata.org","false","/* wbsetqualifier-add:1| */ [[Property:P54]]: [[Q700366]], #quickstatements; #temporary_batch_1750579824290","https://www.wikidata.org","https://www.wikidata.org/wiki/Q110983769"
"File:देव गांगेश्वर.jpg","Yann","commons.wikimedia.org","false","Media missing permission as of 14 June 2025","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:देव गांगेश्वर.jpg"
"User:Insaneguy1083/entries","Insaneguy1083","en.wiktionary.org","false","","https://en.wiktionary.org","https://en.wiktionary.org/wiki/User:Insaneguy1083/entries"
"Category:使用Lang-xx模板的页面","Willy1018-bot","zh.wikipedia.org","true","[[:七魚宴 (大熊餐廳)]]已从分类中移除，[[Special:WhatLinksHere/七魚宴 (大熊餐廳)|此页面包含在其他页面之内]]","https://zh.wikipedia.org","https://zh.wikipedia.org/wiki/Category:使用Lang-xx模板的页面"
"Q69771277","KrBot","www.wikidata.org","true","/* wbsetlabel-set:1|en */ Forms of treatment and results in invasive vulvar cancer","https://www.wikidata.org","https://www.wikidata.org/wiki/Q69771277"
"Rue de Beaujolais","AntonyB","fr.wikipedia.org","false","complément liens externes","https://fr.wikipedia.org","https://fr.wikipedia.org/wiki/Rue de Beaujolais"
"File:CH-KBAR - Risa - KB-017725.tif","Uschoen","commons.wikimedia.org","false","/* wbsetclaim-create:2||1 */ [[d:Special:EntityPage/P6305]]: 2023090410003653, Maeder all photos VRT ticket number ([[:toollabs:editgroups-commons/b/OR/91967532275|details]])","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:CH-KBAR - Risa - KB-017725.tif"
"Tan Cheong Min","Foryou42686","ms.wikipedia.org","false","","https://ms.wikipedia.org","https://ms.wikipedia.org/wiki/Tan Cheong Min"
"Rihanna","750h+","en.wikipedia.org","false","/* Early life */","https://en.wikipedia.org","https://en.wikipedia.org/wiki/Rihanna"
"Q29693189","Kbseah","www.wikidata.org","false","/* wbsetlabel-add:1|mul */ Malayotyphlops collaris, [[:toollabs:quickstatements/#/batch/247940|batch #247940]]","https://www.wikidata.org","https://www.wikidata.org/wiki/Q29693189"
"File:NDL960551 帝国税法論 part5.pdf","MidleadingBot","commons.wikimedia.org","true","/* wbeditentity-update:0| */","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:NDL960551 帝国税法論 part5.pdf"
"Talk:Ramanujan summation","ThinhDinh123","en.wikipedia.org","false","Reply","https://en.wikipedia.org","https://en.wikipedia.org/wiki/Talk:Ramanujan summation"
"Q69771277","KrBot","www.wikidata.org","true","/* wbsetlabel-set:1|nl */ Forms of treatment and results in invasive vulvar cancer","https://www.wikidata.org","https://www.wikidata.org/wiki/Q69771277"
"File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (3).jpg","Damian B Oh","commons.wikimedia.org","false","Uploaded own work with UploadWizard","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (3).jpg"
"File:Castle of Prades 06.jpg","Emijrpbot","commons.wikimedia.org","true","/* wbeditentity-update:0| */ BOT - Adding [[Commons:Structured data|structured data]] based on file information: exposure time, f-number, focal length, iso speed","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Castle of Prades 06.jpg"
"File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (1).jpg","Damian B Oh","commons.wikimedia.org","false","Uploaded own work with UploadWizard","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (1).jpg"
"Q454911","Ontogon","www.wikidata.org","false","/* wbsetclaim-update:2||1|2 */ [[Property:P244]]: no2010043781","https://www.wikidata.org","https://www.wikidata.org/wiki/Q454911"
"Federico Viñas","2806:264:5482:3AB:F1C6:5381:70:8FB5","es.wikipedia.org","false","","https://es.wikipedia.org","https://es.wikipedia.org/wiki/Federico Viñas"
"File:Number 505 (Serial 505) - DPLA - 25e3d6b883f748bbc246085089e3a2ea (page 58).jpg","DPLA bot","commons.wikimedia.org","true","Uploading DPLA ID ""[[dpla:25e3d6b883f748bbc246085089e3a2ea|25e3d6b883f748bbc246085089e3a2ea]]"".","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Number 505 (Serial 505) - DPLA - 25e3d6b883f748bbc246085089e3a2ea (page 58).jpg"
"Q23117087","VIGNERON","www.wikidata.org","false","/* wbeditentity-update-languages-short:0||nl */ QuickStatements 3.0 [[:toollabs:qs-dev/batch/4378|batch #4378]]","https://www.wikidata.org","https://www.wikidata.org/wiki/Q23117087"
"Q69771277","KrBot","www.wikidata.org","true","/* wbsetlabel-set:1|sq */ Forms of treatment and results in invasive vulvar cancer","https://www.wikidata.org","https://www.wikidata.org/wiki/Q69771277"
"Q23117091","VIGNERON","www.wikidata.org","false","/* wbeditentity-update-languages-short:0||nl */ QuickStatements 3.0 [[:toollabs:qs-dev/batch/4378|batch #4378]]","https://www.wikidata.org","https://www.wikidata.org/wiki/Q23117091"
"File:Am Rümpfwald 03.jpg","SchlurcherBot","commons.wikimedia.org","true","/* wbeditentity-update:0| */ automatically adding [[Commons:Structured data|structured data]] based on file information","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Am Rümpfwald 03.jpg"
"Шекер (сериал)","2A0D:B201:10E0:B26B:1:0:63A8:467A","ru.wikipedia.org","false","/* Критика */ В 2022 году портал ''webproject.media'' включил «Саранчу» в список 15-ти казахстанских сериалов, которые стоит посмотреть<ref>{{Cite web|url=https://weproject.media/articles/detail/perekrestok-vuzery-i-sheker-15-kazakhstanskikh-serialov-kotorye-stoit-posmotret/|title=15 казахстанских сериалов, которые стоит посмотреть|lang=ru|website=weproject.media|date=2022-01-22|access-date=2025-06-22}}</ref>.","https://ru.wikipedia.org","https://ru.wikipedia.org/wiki/Шекер (сериал)"
"File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (2).jpg","Damian B Oh","commons.wikimedia.org","false","Uploaded own work with UploadWizard","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (2).jpg"
"Q5823828","Ideophagous","www.wikidata.org","false","/* wbsetdescription-add:1|ary */ دوّار ف إيران, #quickstatements; #temporary_batch_1750571443924","https://www.wikidata.org","https://www.wikidata.org/wiki/Q5823828"
"Curaçao national football team","137.17.248.81","en.wikipedia.org","false","/* Player records */","https://en.wikipedia.org","https://en.wikipedia.org/wiki/Curaçao national football team"
"File:HKZ Formosa sigarendoosje pic2.JPG","SchlurcherBot","commons.wikimedia.org","true","/* wbeditentity-update:0| */ automatically adding [[Commons:Structured data|structured data]] based on file information","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:HKZ Formosa sigarendoosje pic2.JPG"
"YET","Zijling","nl.wikipedia.org","false","","https://nl.wikipedia.org","https://nl.wikipedia.org/wiki/YET"
"Papež Janez XXIII.","Stebunik","sl.wikipedia.org","false","/* Šolanje in duhovništvo */","https://sl.wikipedia.org","https://sl.wikipedia.org/wiki/Papež Janez XXIII."
"File:Indiana House journal, 1863 - DPLA - 6e36d1dd2a321b8a59abc1272b0b1277 (page 793).jpg","Emijrpbot","commons.wikimedia.org","true","/* wbeditentity-update:0| */ BOT - Adding [[Commons:Structured data|structured data]] based on file information: media type","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Indiana House journal, 1863 - DPLA - 6e36d1dd2a321b8a59abc1272b0b1277 (page 793).jpg"
"Category:Creative Commons Attribution-Share Alike missing SDC copyright status","Damian B Oh","commons.wikimedia.org","false","[[:File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (3).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Creative Commons Attribution-Share Alike missing SDC copyright status"
"Category:CC-BY-SA-4.0","Damian B Oh","commons.wikimedia.org","false","[[:File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (3).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:CC-BY-SA-4.0"
"Category:Pages with local camera coordinates and missing SDC coordinates","Damian B Oh","commons.wikimedia.org","false","[[:File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (1).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Pages with local camera coordinates and missing SDC coordinates"
"Category:Creative Commons Attribution-Share Alike 4.0 missing SDC copyright license","Damian B Oh","commons.wikimedia.org","false","[[:File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (3).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Creative Commons Attribution-Share Alike 4.0 missing SDC copyright license"
"Category:Files with coordinates missing SDC location of creation","Damian B Oh","commons.wikimedia.org","false","[[:File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (1).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Files with coordinates missing SDC location of creation"
"Category:Self-published work","Damian B Oh","commons.wikimedia.org","false","[[:File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (3).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Self-published work"
"Category:Creative Commons Attribution-Share Alike missing SDC copyright status","Damian B Oh","commons.wikimedia.org","false","[[:File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (1).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Creative Commons Attribution-Share Alike missing SDC copyright status"
"çiftleşme","Sokatra503","mg.wiktionary.org","false","","https://mg.wiktionary.org","https://mg.wiktionary.org/wiki/çiftleşme"
"Category:CC-BY-SA-4.0","Damian B Oh","commons.wikimedia.org","false","[[:File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (1).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:CC-BY-SA-4.0"
"Category:Self-published work missing SDC copyright license","Damian B Oh","commons.wikimedia.org","false","[[:File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (3).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Self-published work missing SDC copyright license"
"File:Midland Railway Centre - Caprotti crescendo^ - geograph.org.uk - 7810405.jpg","GeographBot","commons.wikimedia.org","true","Uploading geograph.org.uk image from https://www.geograph.org.uk/photo/7810405","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Midland Railway Centre - Caprotti crescendo^ - geograph.org.uk - 7810405.jpg"
"Category:Creative Commons Attribution-Share Alike 4.0 missing SDC copyright license","Damian B Oh","commons.wikimedia.org","false","[[:File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (1).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Creative Commons Attribution-Share Alike 4.0 missing SDC copyright license"
"Category:Range Rover Sport Series I","Damian B Oh","commons.wikimedia.org","false","[[:File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (3).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Range Rover Sport Series I"
"Portal:Colombia/Efemérides/14 de junio","Jemily1","es.wikipedia.org","false","quito enlaces a fechas, siguiendo las indicaciones del [[Wikipedia:Manual de estilo#Enlaces|manual de estilo]]","https://es.wikipedia.org","https://es.wikipedia.org/wiki/Portal:Colombia/Efemérides/14 de junio"
"Q23117097","VIGNERON","www.wikidata.org","false","/* wbeditentity-update-languages-short:0||nl */ QuickStatements 3.0 [[:toollabs:qs-dev/batch/4378|batch #4378]]","https://www.wikidata.org","https://www.wikidata.org/wiki/Q23117097"
"Category:Self-published work","Damian B Oh","commons.wikimedia.org","false","[[:File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (1).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Self-published work"
"Category:White Land Rover SUVs","Damian B Oh","commons.wikimedia.org","false","[[:File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (3).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:White Land Rover SUVs"
"Q69771277","KrBot","www.wikidata.org","true","/* wbsetclaimvalue:1| */ [[Property:P1476]]: Forms of treatment and results in invasive vulvar cancer","https://www.wikidata.org","https://www.wikidata.org/wiki/Q69771277"
"Category:Self-published work missing SDC copyright license","Damian B Oh","commons.wikimedia.org","false","[[:File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (1).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Self-published work missing SDC copyright license"
"Category:Range Rover Sport Series I","Damian B Oh","commons.wikimedia.org","false","[[:File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (1).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Range Rover Sport Series I"
"Category:White Land Rover SUVs","Damian B Oh","commons.wikimedia.org","false","[[:File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (1).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:White Land Rover SUVs"
"File:Junio 2025, Villahermosa del Río 16.jpg","BotMultichillT","commons.wikimedia.org","true","/* wbeditentity-update:0| */ Adding structured data: source, author & copyright","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Junio 2025, Villahermosa del Río 16.jpg"
"החטופים במלחמת חרבות ברזל","Chenspec","he.wikipedia.org","false","מיקוף למספרים ולעז, [[וק:רה|החלפות]] (ארצות הברית)","https://he.wikipedia.org","https://he.wikipedia.org/wiki/החטופים במלחמת חרבות ברזל"
"Category:Creative Commons Attribution-Share Alike missing SDC copyright status","Damian B Oh","commons.wikimedia.org","false","[[:File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (2).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Creative Commons Attribution-Share Alike missing SDC copyright status"
"Hunderup","Joona1999","fi.wikipedia.org","false","Ak: Uusi sivu: {{Kaupunki2  | virallinen_nimi        = Hunderup  | alkuperäinen_nimi      =   | muu_nimi               =   | kuva_taivaanranta      =   | kuvateksti             =   | kuvakoko               =   | pushpin_map            = Tanska  | sijaintikartan leveys  = 250  | pushpin_label_position = oikea  | latd                   = 55  | latm                   = 26  | lats                   = 11  | latNS                  = N  | longd                  = 8  | longm                  = 43...","https://fi.wikipedia.org","https://fi.wikipedia.org/wiki/Hunderup"
"Category:CC-BY-SA-4.0","Damian B Oh","commons.wikimedia.org","false","[[:File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (2).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:CC-BY-SA-4.0"
"Jean-Michel Lapin","Ciseleur","fr.wikipedia.org","false","","https://fr.wikipedia.org","https://fr.wikipedia.org/wiki/Jean-Michel Lapin"
"Category:Creative Commons Attribution-Share Alike 4.0 missing SDC copyright license","Damian B Oh","commons.wikimedia.org","false","[[:File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (2).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Creative Commons Attribution-Share Alike 4.0 missing SDC copyright license"
"Q23117100","VIGNERON","www.wikidata.org","false","/* wbeditentity-update-languages-short:0||nl */ QuickStatements 3.0 [[:toollabs:qs-dev/batch/4378|batch #4378]]","https://www.wikidata.org","https://www.wikidata.org/wiki/Q23117100"
"Category:Self-published work","Damian B Oh","commons.wikimedia.org","false","[[:File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (2).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Self-published work"
"Category:Self-published work missing SDC copyright license","Damian B Oh","commons.wikimedia.org","false","[[:File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (2).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Self-published work missing SDC copyright license"
"File:Am Rümpfwald 04.jpg","SchlurcherBot","commons.wikimedia.org","true","/* wbeditentity-update:0| */ automatically adding [[Commons:Structured data|structured data]] based on file information","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Am Rümpfwald 04.jpg"
"Category:Information field template with formatting","DPLA bot","commons.wikimedia.org","true","[[:File:Number 505 (Serial 505) - DPLA - 25e3d6b883f748bbc246085089e3a2ea (page 58).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Information field template with formatting"
"Category:Range Rover Sport Series I","Damian B Oh","commons.wikimedia.org","false","[[:File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (2).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Range Rover Sport Series I"
"File:POL gmina Przeworsk COA.png","SchlurcherBot","commons.wikimedia.org","true","/* wbeditentity-update:0| */ automatically adding [[Commons:Structured data|structured data]] based on file information","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:POL gmina Przeworsk COA.png"
"Category:Media contributed by the Digital Public Library of America","DPLA bot","commons.wikimedia.org","true","[[:File:Number 505 (Serial 505) - DPLA - 25e3d6b883f748bbc246085089e3a2ea (page 58).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Media contributed by the Digital Public Library of America"
"File:CH-KBAR - Risa - KB-020455.tif","Uschoen","commons.wikimedia.org","false","/* wbsetclaim-create:2||1 */ [[d:Special:EntityPage/P6305]]: 2023090410003653, Maeder all photos VRT ticket number ([[:toollabs:editgroups-commons/b/OR/91967532275|details]])","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:CH-KBAR - Risa - KB-020455.tif"
"Category:White Land Rover SUVs","Damian B Oh","commons.wikimedia.org","false","[[:File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (2).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:White Land Rover SUVs"
"Category:Media contributed by the National Archives and Records Administration","DPLA bot","commons.wikimedia.org","true","[[:File:Number 505 (Serial 505) - DPLA - 25e3d6b883f748bbc246085089e3a2ea (page 58).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Media contributed by the National Archives and Records Administration"
"Q110983769","Looniverse","www.wikidata.org","false","/* wbsetreference-add:2| */ [[Property:P1618]]: 29, #quickstatements; #temporary_batch_1750579824290","https://www.wikidata.org","https://www.wikidata.org/wiki/Q110983769"
"File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (3).jpg","Damian B Oh","commons.wikimedia.org","false","/* wbeditentity-update-languages-and-other-short:0||en */","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (3).jpg"
"Grupp D i Concacaf Gold Cup 2025","DenSportgladeSkåningen","sv.wikipedia.org","false","","https://sv.wikipedia.org","https://sv.wikipedia.org/wiki/Grupp D i Concacaf Gold Cup 2025"
"Category:Media contributed by National Archives at College Park - Textual Reference","DPLA bot","commons.wikimedia.org","true","[[:File:Number 505 (Serial 505) - DPLA - 25e3d6b883f748bbc246085089e3a2ea (page 58).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Media contributed by National Archives at College Park - Textual Reference"
"Category:Digital Public Library of America files missing required SDC statements","DPLA bot","commons.wikimedia.org","true","[[:File:Number 505 (Serial 505) - DPLA - 25e3d6b883f748bbc246085089e3a2ea (page 58).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Digital Public Library of America files missing required SDC statements"
"עמוס כרמל","Ovedc","he.wikipedia.org","false","הוספת קישור ל[[היסטוריה פוליטית]]","https://he.wikipedia.org","https://he.wikipedia.org/wiki/עמוס כרמל"
"Category:Digital Public Library of America files missing creator","DPLA bot","commons.wikimedia.org","true","[[:File:Number 505 (Serial 505) - DPLA - 25e3d6b883f748bbc246085089e3a2ea (page 58).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Digital Public Library of America files missing creator"
